名称,住所,緯度,経度
鹿児島市立科学館,日本、〒890-0063 鹿児島県鹿児島市鴨池２丁目３１−１８ 鹿児島市立図書館．科学館,31.5634149,130.554618
鹿児島県歴史資料センター黎明館,日本、〒892-0853 鹿児島県鹿児島市城山町７−２,31.5985585,130.5548248
鹿児島大学総合研究博物館,日本、〒890-0065 鹿児島県鹿児島市郡元１丁目２１−３０,31.5716227,130.5460619
西郷南洲顕彰館,日本、〒892-0851 鹿児島県鹿児島市上竜尾町２−１,31.6059114,130.5582566
維新ふるさと館,日本、〒892-0846 鹿児島県鹿児島市加治屋町２３−１,31.5846385,130.5477922
石橋記念館,日本、〒892-0812 鹿児島県鹿児島市浜町１−３,31.6040571,130.5675335
鹿児島県上野原縄文の森,日本、〒899-4318 鹿児島県霧島市国分上野原縄文の森１−１,31.7116515,130.8007857
指宿市考古博物館,日本、〒891-0403 鹿児島県指宿市十二町２２９０,31.2317313,130.6443091
薩摩川内市川内歴史資料館,日本、〒895-0072 鹿児島県薩摩川内市中郷２丁目２−６,31.832774,130.308518
奄美市歴史民俗資料館,日本、〒894-0624 鹿児島県奄美市笠利町大字須野６７０,28.4715272,129.7134434
奄美市立奄美博物館,日本、〒894-0036 鹿児島県奄美市名瀬長浜町５１７,28.3982837,129.4945068
瀬戸内町立郷土館,日本、〒894-1509 鹿児島県大島郡瀬戸内町古仁屋瀬久井東１２８３−１７,28.1379642,129.3198852
宇検村生涯学習センター「元気の出る館」,日本、〒894-3301 鹿児島県大島郡宇検村湯湾２９３７−８３,28.2754594,129.2962673
財団法人奄美文化財団　原野農芸博物館,日本、〒894-1204 鹿児島県奄美市住用町大字山間８１７,28.246064,129.409789
和泊町歴史民俗資料館,日本、〒891-9121 鹿児島県大島郡和泊町根折１３０７,27.3905058,128.6147459
沖縄県,日本、沖縄県,26.1201911,127.7025012
国立施設,日本、東京都国立市,35.6839668,139.4413867
琉球大学博物館・風樹館,日本、〒903-0129 沖縄県中頭郡西原町千原１,26.2502205,127.7646882
国立劇場おきなわ,日本、〒901-2122 沖縄県浦添市勢理客４丁目１４−１,26.2461929,127.6887076
県立,,,
沖縄県立博物館・美術館,日本、〒900-0006 沖縄県那覇市おもろまち３丁目１−１,26.2273138,127.6938489
沖縄県平和祈念資料館,日本、〒901-0333 沖縄県糸満市摩文仁６１４−１,26.0965744,127.7254417
沖縄平和祈念堂,日本、〒901-0333 沖縄県糸満市摩文仁４４８,26.0977827,127.7238623
市町村立,,,
伊是名村ふれあい民俗館,日本、〒905-0604 沖縄県島尻郡伊是名村伊是名１９６−１２９,26.922558,127.941012
東村立山と水の生活博物館,日本、〒905-1203 沖縄県国頭郡東村川田６１−１,26.641156,128.167091
本部町立博物館,日本、〒905-0212 沖縄県国頭郡本部町大浜８７４−１,26.6559022,127.8837179
今帰仁村歴史文化センター,日本、〒905-0428 沖縄県国頭郡今帰仁村今泊５１１０,26.6917167,127.9271889
名護博物館,日本、〒905-0021 沖縄県名護市東江１丁目８−１１,26.5861805,127.9869445
宜野座村立博物館,日本、〒904-1302 沖縄県国頭郡宜野座村宜野座２３２,26.482884,127.972717
恩納村博物館,日本、〒904-0415 沖縄県国頭郡恩納村仲泊１６５６−８,26.4365869,127.7934814
うるま市立石川歴史民俗資料館,日本、〒904-1107 沖縄県うるま市石川曙２丁目１−５５,26.421916,127.825334
うるま市立与那城歴史民俗資料館,日本、〒904-2305 沖縄県うるま市与那城中央１,26.3296352,127.9045542
うるま市立海の文化資料館,日本、〒904-2427 沖縄県うるま市与那城屋平4−番地 海の駅あやはし館２階,26.3325844,127.929056
読谷村立歴史民俗資料館,日本、沖縄県中頭郡読谷村,26.3960774,127.7444117
読谷村立美術館,日本、〒904-0301 沖縄県中頭郡読谷村座喜味７０８−６,26.4069293,127.742377
沖縄市立郷土博物館,日本、〒904-0031 沖縄県沖縄市上地２丁目１９−６ 文化センタ ４Ｆ,26.331654,127.795123
沖縄市戦後文化資料展示室　ヒストリート,日本、〒904-0004 沖縄県沖縄市中央２丁目２−１,26.3370935,127.7972205
宜野湾市立博物館,日本、〒901-2224 沖縄県宜野湾市真志喜１丁目２５−１,26.2698199,127.7406264
中城村護佐丸歴史資料図書館,日本、〒901-2407 沖縄県中頭郡中城村安里２１５,26.259532,127.7903586
浦添市美術館,日本、〒901-2103 沖縄県浦添市仲間１丁目９−２,26.25,127.7194444
那覇市立壺屋焼物博物館,日本、〒902-0065 沖縄県那覇市壺屋１丁目９−３２,26.2138926,127.6908904
那覇市歴史博物館,日本、〒900-0015 沖縄県那覇市久茂地１丁目１−１,26.2136335,127.6790824
南風原町立南風原文化センター,日本、〒901-1113 沖縄県島尻郡南風原町喜屋武２５７ 南風原町立 南風原文化センター,26.186912,127.7305371
沖縄陸軍病院南風原壕群20号壕,日本、〒901-1113 沖縄県島尻郡南風原町喜屋武,26.187748,127.7329281
豊見城市歴史民俗資料展示室,日本、〒901-0232 沖縄県豊見城市伊良波３９２,26.1738039,127.6744846
八重瀬町立具志頭歴史民俗資料館,日本、〒901-0512 沖縄県島尻郡八重瀬町字具志頭３５２,26.122492,127.743555
久米島博物館,日本、〒901-3121 沖縄県島尻郡久米島町嘉手苅５４２,26.3416475,126.7637514
南大東村立ふるさと文化センター,日本、〒901-3805 沖縄県島尻郡南大東村在所,25.8290633,131.2295487
宮古島市総合博物館,日本、〒906-0011 沖縄県宮古島市平良東仲宗根添１１６６−２８７,24.7965306,125.3178511
宮古島海宝館,日本、〒906-0101 沖縄県宮古島市城辺保良５９１−１,24.7300505,125.4293626
多良間村ふるさと民俗学習館,日本、〒906-0602 沖縄県宮古郡多良間村仲筋１０９８−１,24.6703048,124.6961596
石垣市立八重山博物館,日本、〒907-0004 沖縄県石垣市登野城４−１,24.3380717,124.1595495
私立,,,
島村屋観光公園民具館,,,
反戦平和資料館 ヌチドゥタカラの家,日本、〒905-0502 沖縄県国頭郡伊江村東江前２３００−４,26.7106794,127.8253787
琉球村,日本、〒904-0416 沖縄県国頭郡恩納村山田１１３０,26.429469,127.775259
東南植物楽園＆風楽風遊の森,日本、〒904-2143 沖縄県沖縄市知花２１４６ 美らヤシパークオキナワ・東南植物楽園,26.3755374,127.8065709
沖縄こども未来ゾーン　沖縄こどもの国,日本、〒904-0021 沖縄県沖縄市胡屋５丁目７−１,26.3273737,127.8035013
諸見民芸館,日本、〒904-0032 沖縄県沖縄市諸見里３丁目１１−１０,26.327585,127.792143
国指定重要文化財　中村家住宅,日本、〒901-2314 沖縄県中頭郡北中城村大城１０６,26.2898777,127.8006433
佐喜眞美術館,日本、〒901-2204 沖縄県宜野湾市上原３５８,26.2780323,127.7748766
首里城公園,"1 Chome-2 Shurikinjocho, Naha, Okinawa 903-0815 日本",26.2170449,127.7194833
対馬丸記念館,日本、〒901-0031 沖縄県那覇市若狭１丁目２５−３７,26.220092,127.6728151
旧海軍司令部壕,日本、〒901-0152 沖縄県那覇市小禄１０６６ 海軍壕公園（遊具は工事中のため使用不可）,26.1856326,127.6744781
おきなわワールド文化王国･玉泉洞,日本、〒901-0616 沖縄県南城市玉城前川１３３６,26.1404807,127.7489447
大石林山 沖縄石の文化博物館,日本、〒905-1422 沖縄県国頭郡国頭村宜名真１２４１ 大石林山,26.8614017,128.2545689
NPO法人 沖縄鍾乳洞協会 沖縄自然遊学資料館,日本、〒901-0416 沖縄県島尻郡八重瀬町宜次２３１−１０４,26.1726243,127.7160943
ひめゆり平和祈念資料館,日本、〒901-0344 沖縄県糸満市伊原６７１−１,26.0964576,127.6903934
みんさー工芸館,日本、〒907-0004 沖縄県石垣市登野城９０９,24.341645,124.170885
南嶋民俗資料館,日本、〒907-0022 沖縄県石垣市大川１８８,24.3409118,124.158903
喜宝院蒐集館,日本、〒907-1101 沖縄県八重山郡竹富町竹富１０８,24.3316799,124.0842256
黒島研究所,日本、〒907-1311 沖縄県八重山郡竹富町黒島１３６,24.2400436,123.9935244
南風資料館,日本、〒907-1434 沖縄県八重山郡竹富町南風見２０１−３７,24.2736341,123.8797571
博物館協会,日本、〒110-0007 東京都台東区上野公園１２−５２ 黒田記念館 ３階 別館,35.7188374,139.7730678
沖縄県博物館協会,日本、沖縄県,26.1201911,127.7025012
